Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
35911,Curse of Frontier,GC,2012.0,Misc,Nippon Ichi Software,0.09,0.16,0.02,0.04,0.31
35912,Age of Twilight,PSP,2007.0,Misc,Takara Tomy,0.01,0.03,0.01,0.0,0.05
35913,Tales of Rebellion,PS2,2010.0,Action,Sony Computer Entertainment,0.23,0.21,0.18,0.03,0.65
35914,Dawn of Ruin,PS3,2003.0,Puzzle,iWin,0.07,0.2,0.04,0.01,0.32
35915,Curse of Darkness,Wii,2007.0,Action,Nintendo,1.42,0.72,0.45,0.0,2.59
35916,Return to Legends,WiiU,2008.0,Adventure,DTP Entertainment,0.24,0.08,0.02,0.07,0.41
35917,Shadow Darkness,DS,2006.0,Action,Nintendo,0.1,0.02,0.0,0.01,0.13
35918,Fall of Origins,NES,2009.0,Misc,Ubisoft,0.01,0.03,0.01,0.0,0.05
35919,Return to Frontier,2600,2021.0,Sports,THQ,0.05,0.01,0.02,0.01,0.09
35920,Tales of Origins,DC,2005.0,Misc,Namco Bandai Games,0.51,0.07,0.03,0.02,0.63
35921,Curse of Chaos,X360,2009.0,Role-Playing,Activision,0.09,0.12,0.05,0.01,0.27
35922,Warriors of Twilight,SAT,2010.0,Shooter,Nintendo,0.01,0.01,0.01,0.0,0.03
35923,Return to Origins,Wii,2023.0,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
35924,Kingdom of Legends,DS,2002.0,Adventure,Capcom,0.76,0.1,0.17,0.03,1.06
35925,Chronicles of Legends,PS2,2006.0,Simulation,Electronic Arts,0.05,0.06,0.03,0.03,0.17
35926,Fall of Ruin,XOne,2011.0,Fighting,Sega,0.03,0.07,0.05,0.03,0.18
35927,Quest for Ruin,DS,2005.0,Racing,20th Century Fox Video Games,0.02,0.1,0.03,0.01,0.16
35928,Return to Ruin,PSP,2010.0,Action,Nintendo,0.1,0.14,0.03,0.0,0.27
35929,Tales of Vengeance,DS,1998.0,Strategy,Activision,0.19,0.2,0.01,0.04,0.44
35930,Battle for Rebellion,PS3,2003.0,Strategy,THQ,0.05,0.04,0.01,0.01,0.11
35931,Dawn of Valor,DS,1998.0,Racing,SquareSoft,0.47,0.18,0.05,0.08,0.78
35932,Return to Fire,3DS,2007.0,Role-Playing,THQ,0.02,0.01,0.01,0.0,0.04
35933,Shadow Storm,PS,2009.0,Sports,Nintendo,0.32,0.02,0.16,0.48,0.98
35934,Path of Frontier,PS4,2023.0,Racing,SquareSoft,0.14,0.04,0.0,0.14,0.32
35935,Curse of Rebellion,PC,2003.0,Fighting,Konami Digital Entertainment,0.02,0.03,0.0,0.0,0.05
35936,Tales of Destiny,WiiU,2008.0,Adventure,Take-Two Interactive,0.38,0.51,0.12,0.22,1.23
35937,Dawn of Steel,PSP,2008.0,Adventure,Electronic Arts,0.15,0.13,0.02,0.03,0.33
35938,Guardians of Ashes,PS,2005.0,Action,Namco Bandai Games,0.28,0.29,0.05,0.02,0.64
35939,Shadow Chaos,PS,2013.0,Misc,Ubisoft,0.02,0.0,0.0,0.0,0.02
35940,Path of Vengeance,X360,2006.0,Racing,Sega,0.03,0.02,0.02,0.01,0.08
35941,Quest for Ashes,3DS,1999.0,Action,Takara Tomy,0.07,0.04,0.03,0.01,0.15
35942,Age of Redemption,PC,2011.0,Adventure,Nintendo,0.06,0.04,0.08,0.03,0.21
35943,Chronicles of Origins,GC,2009.0,Racing,Nintendo,0.3,0.09,0.09,0.05,0.53
35944,Warriors of Horizon,GBA,2009.0,Sports,Konami Digital Entertainment,0.18,0.27,0.04,0.07,0.56
35945,Return to Twilight,PS2,1995.0,Action,THQ,0.0,0.01,0.0,0.0,0.01
35946,Secrets of Steel,PC,2024.0,Platform,Sony Computer Entertainment,0.09,0.0,0.01,0.0,0.1
35947,Battle for Redemption,PS2,2008.0,Action,Sony Computer Entertainment Europe,0.07,0.05,0.0,0.0,0.12
35948,Kingdom of Redemption,PS,2009.0,Misc,Electronic Arts,0.23,0.05,0.04,0.0,0.32
35949,Kingdom of Origins,PC,2021.0,Racing,Midway Games,0.33,0.15,0.03,0.09,0.6
35950,Legend of Origins,GEN,2008.0,Platform,SCi,0.29,0.14,0.1,0.01,0.54
35951,Chronicles of Glory,DS,2007.0,Simulation,Sony Computer Entertainment,0.26,0.2,0.05,0.05,0.56
35952,Tales of Eclipse,DS,2016.0,Role-Playing,Microsoft Game Studios,0.03,0.06,0.0,0.05,0.14
35953,Curse of Steel,DS,2024.0,Role-Playing,Warner Bros. Interactive Entertainment,0.27,0.07,0.03,0.04,0.41
35954,Edge of Glory,Wii,2002.0,Simulation,THQ,0.02,0.01,0.0,0.0,0.03
35955,Battle for Ashes,GC,2010.0,Shooter,Activision,0.24,0.06,0.04,0.04,0.38
35956,Curse of Legends,3DS,1996.0,Shooter,Ubisoft,0.46,0.44,0.25,0.05,1.2
35957,Kingdom of Eclipse,XB,2006.0,Misc,Electronic Arts,0.0,0.01,0.01,0.01,0.03
35958,Realm of Darkness,PS4,2007.0,Misc,Atlus,0.08,0.0,0.05,0.06,0.19
35959,Rise of Redemption,PS3,2002.0,Role-Playing,Atari,0.66,0.13,0.0,0.03,0.82
35960,Battle for Honor,DS,1995.0,Misc,Marvelous Interactive,0.15,0.1,0.16,0.06,0.47
35961,Warriors of Honor,DS,2007.0,Misc,Konami Digital Entertainment,0.54,0.16,0.14,0.04,0.88
35962,Empire of Origins,3DS,2005.0,Puzzle,DTP Entertainment,0.17,0.07,0.01,0.03,0.28
35963,Legend of Valor,XB,2005.0,Sports,THQ,0.54,0.33,0.2,0.02,1.09
35964,Battle for Steel,PC,1997.0,Sports,Activision,0.19,0.16,0.03,0.02,0.4
35965,Quest for Destiny,PS3,2014.0,Misc,Atari,0.06,0.06,0.0,0.05,0.17
35966,Kingdom of Origins,Wii,2000.0,Shooter,BMG Interactive Entertainment,0.09,0.14,0.03,0.01,0.27
35967,Legend of Redemption,SAT,2013.0,Fighting,Sony Computer Entertainment,0.31,0.08,0.16,0.01,0.56
35968,Dawn of Rebellion,DS,2012.0,Platform,Capcom,0.08,0.07,0.02,0.01,0.18
35969,Age of Chaos,GBA,2008.0,Simulation,Sega,0.05,0.05,0.05,0.0,0.15
35970,Dawn of Horizon,PS3,1997.0,Simulation,Sega,0.06,0.05,0.05,0.04,0.2
35971,Shadow Glory,DS,2012.0,Fighting,Ubisoft,0.01,0.02,0.0,0.0,0.03
35972,Shadow Steel,XB,2013.0,Sports,Sony Computer Entertainment,0.01,0.0,0.01,0.02,0.04
35973,Edge of Fire,PS3,2000.0,Role-Playing,Capcom,0.02,0.01,0.01,0.01,0.05
35974,Battle for Honor,XB,2011.0,Misc,Rising Star Games,0.13,0.07,0.07,0.1,0.37
35975,Dawn of Honor,XB,2005.0,Misc,Activision,0.92,0.24,0.15,0.18,1.49
35976,Shadow Fire,PSP,2003.0,Adventure,Square Enix,0.04,0.02,0.02,0.01,0.09
35977,Curse of Storm,GBA,2011.0,Misc,Acclaim Entertainment,0.09,0.07,0.03,0.01,0.2
35978,Quest for Storm,PS,2007.0,Adventure,Nintendo,0.1,0.09,0.0,0.09,0.28
35979,Secrets of Destiny,PS3,2000.0,Misc,Tecmo Koei,0.01,0.01,0.0,0.0,0.02
35980,Edge of Horizon,XB,1998.0,Sports,Deep Silver,0.03,0.19,0.01,0.05,0.28
35981,Age of Frontier,PS,1997.0,Misc,Sega,0.18,0.51,0.14,0.0,0.83
35982,Curse of Horizon,DS,2013.0,Platform,THQ,0.03,0.04,0.0,0.0,0.07
35983,Kingdom of Fire,PS4,2011.0,Shooter,TDK Mediactive,0.09,0.07,0.01,0.0,0.17
35984,Realm of Glory,PSP,2011.0,Puzzle,Mystique,0.08,0.07,0.13,0.21,0.49
35985,Battle for Destiny,PSV,2003.0,Simulation,Ubisoft,0.03,0.04,0.0,0.0,0.07
35986,Shadow Rebellion,PSV,1997.0,Role-Playing,Rocket Company,0.11,0.05,0.03,0.0,0.19
35987,Battle for Twilight,X360,2011.0,Sports,Tecmo Koei,0.32,0.14,0.04,0.07,0.57
35988,Realm of Honor,PSP,1998.0,Adventure,Sega,0.01,0.0,0.01,0.0,0.02
35989,Tales of Twilight,Wii,2011.0,Racing,GSP,0.08,0.14,0.03,0.02,0.27
35990,Dawn of Steel,X360,2011.0,Role-Playing,Conspiracy Entertainment,0.07,0.01,0.01,0.02,0.11
35991,Curse of Eclipse,PS4,1998.0,Sports,Konami Digital Entertainment,0.52,0.05,0.03,0.03,0.63
35992,Chronicles of Ruin,GBA,2014.0,Shooter,Nintendo,1.18,0.33,0.13,0.03,1.67
35993,Path of Vengeance,DS,2010.0,Sports,Prototype,0.04,0.0,0.0,0.0,0.04
35994,Quest for Darkness,PS,1997.0,Strategy,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04
35995,Guardians of Eclipse,DC,2000.0,Adventure,Konami Digital Entertainment,0.02,0.05,0.01,0.01,0.09
35996,Quest for Rebellion,PS,2016.0,Sports,Tommo,0.21,0.13,0.05,0.01,0.4
35997,Warriors of Origins,GBA,2002.0,Sports,Ubisoft,0.09,0.07,0.01,0.02,0.19
35998,Empire of Fire,GBA,2011.0,Racing,Unknown,0.28,0.33,0.18,0.42,1.21
35999,Age of Vengeance,Wii,1996.0,Racing,Sony Computer Entertainment,0.02,0.01,0.01,0.0,0.04
36000,Path of Fire,Wii,2004.0,Shooter,Sega,0.02,0.03,0.0,0.02,0.07
36001,Secrets of Chaos,XB,2022.0,Shooter,Activision,1.18,0.43,0.02,0.08,1.71
36002,Quest for Chaos,PSP,2007.0,Shooter,Konami Digital Entertainment,0.11,0.03,0.01,0.02,0.17
36003,Empire of Rebellion,PS,2024.0,Misc,Namco Bandai Games,0.61,1.29,0.18,0.07,2.15
36004,Chronicles of Redemption,XB,2006.0,Strategy,Hudson Soft,0.26,0.1,0.13,0.01,0.5
36005,Chronicles of Storm,GBA,2006.0,Role-Playing,Codemasters,0.07,0.18,0.0,0.0,0.25
36006,Path of Honor,PS3,2007.0,Action,Empire Interactive,0.24,0.07,0.04,0.06,0.41
36007,Curse of Ashes,PS2,2023.0,Misc,Codemasters,0.01,0.01,0.01,0.0,0.03
36008,Guardians of Darkness,PS3,2009.0,Action,Activision,0.56,0.18,0.1,0.02,0.86
36009,Return to Ashes,PSP,2002.0,Misc,Tradewest,0.22,0.02,0.05,0.01,0.3
36010,Path of Horizon,Wii,2006.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
36011,Realm of Horizon,PSP,2010.0,Action,Nintendo,0.05,0.12,0.02,0.02,0.21
36012,Fall of Darkness,DS,2013.0,Simulation,Idea Factory,0.06,0.02,0.02,0.05,0.15
36013,Edge of Steel,PSP,2021.0,Shooter,Activision,0.31,0.38,0.03,0.02,0.74
36014,Realm of Chaos,Wii,2007.0,Sports,Namco Bandai Games,0.05,0.03,0.01,0.0,0.09
36015,Dawn of Chaos,PSP,2002.0,Sports,Success,0.18,0.1,0.01,0.04,0.33
36016,Path of Glory,X360,2004.0,Role-Playing,THQ,0.05,0.04,0.0,0.0,0.09
36017,Rise of Storm,PS3,2006.0,Sports,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02
36018,Chronicles of Rebellion,PS4,2022.0,Action,Telltale Games,0.01,0.01,0.01,0.01,0.04
36019,Guardians of Glory,PS2,2002.0,Action,Jorudan,0.04,0.06,0.02,0.05,0.17
36020,Guardians of Rebellion,PC,2024.0,Misc,Ubisoft,0.02,0.06,0.03,0.02,0.13
36021,Tales of Redemption,N64,2011.0,Action,Activision,0.1,0.09,0.01,0.11,0.31
36022,Guardians of Rebellion,PSP,2009.0,Action,Rising Star Games,0.06,0.04,0.01,0.01,0.12
36023,Guardians of Rebellion,PSV,2004.0,Simulation,Namco Bandai Games,0.02,0.03,0.0,0.01,0.06
36024,Return to Twilight,DS,1999.0,Sports,Warner Bros. Interactive Entertainment,0.07,0.02,0.05,0.0,0.14
36025,Secrets of Glory,X360,2006.0,Role-Playing,Atari,0.01,0.01,0.01,0.0,0.03
36026,Realm of Steel,X360,2010.0,Action,Square Enix,0.07,0.06,0.04,0.01,0.18
36027,Curse of Horizon,DS,2001.0,Action,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.01
36028,Return to Frontier,X360,2007.0,Racing,FuRyu,0.17,0.06,0.03,0.04,0.3
36029,Tales of Ashes,Wii,2000.0,Action,Konami Digital Entertainment,0.1,0.13,0.03,0.06,0.32
36030,Curse of Legends,PC,2007.0,Action,Tecmo Koei,0.24,0.23,0.22,0.14,0.83
36031,Dawn of Vengeance,SNES,2004.0,Shooter,THQ,0.05,0.05,0.01,0.0,0.11
36032,Tales of Horizon,DS,1983.0,Action,THQ,0.18,0.1,0.02,0.12,0.42
36033,Empire of Twilight,PS3,2010.0,Misc,Electronic Arts,0.01,0.02,0.0,0.0,0.03
36034,Age of Origins,X360,1999.0,Sports,Disney Interactive Studios,0.13,0.09,0.04,0.02,0.28
36035,Legend of Destiny,X360,2007.0,Sports,Mud Duck Productions,0.03,0.0,0.03,0.03,0.09
36036,Chronicles of Redemption,GBA,2014.0,Action,Crave Entertainment,0.07,0.04,0.0,0.0,0.11
36037,Rise of Steel,X360,2007.0,Strategy,Ubisoft,0.43,0.72,0.04,0.11,1.3
36038,Chronicles of Storm,DS,2008.0,Role-Playing,Nippon Ichi Software,0.01,0.04,0.0,0.03,0.08
36039,Age of Honor,XB,2014.0,Shooter,Konami Digital Entertainment,0.19,0.09,0.01,0.06,0.35
36040,Warriors of Redemption,PSV,2012.0,Adventure,Banpresto,0.15,0.03,0.02,0.0,0.2
36041,Edge of Horizon,PSP,2006.0,Platform,Arc System Works,0.21,0.26,0.01,0.09,0.57
36042,Chronicles of Steel,PS,2009.0,Shooter,THQ,0.04,0.0,0.01,0.01,0.06
36043,Return to Honor,PS2,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.01,0.04
36044,Guardians of Steel,PS2,2008.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
36045,Guardians of Twilight,PS2,2006.0,Misc,Ubisoft,0.0,0.02,0.01,0.0,0.03
36046,Curse of Valor,X360,2004.0,Simulation,Eidos Interactive,0.01,0.08,0.04,0.0,0.13
36047,Warriors of Ashes,SNES,2022.0,Simulation,Konami Digital Entertainment,0.04,0.09,0.0,0.04,0.17
36048,Dawn of Redemption,PSP,2003.0,Action,Electronic Arts,0.04,0.18,0.08,0.11,0.41
36049,Chronicles of Horizon,PS2,2010.0,Shooter,Atari,0.17,0.2,0.0,0.02,0.39
36050,Legend of Storm,PS3,2022.0,Adventure,Compile Heart,0.02,0.01,0.0,0.0,0.03
36051,Dawn of Frontier,Wii,2009.0,Action,Sega,0.16,0.14,0.03,0.03,0.36
36052,Shadow Ruin,PS,2015.0,Strategy,Nintendo,0.02,0.04,0.01,0.02,0.09
36053,Legend of Rebellion,X360,2007.0,Role-Playing,Namco Bandai Games,0.24,0.11,0.02,0.03,0.4
36054,Warriors of Frontier,Wii,1998.0,Adventure,Nintendo,0.01,0.0,0.0,0.0,0.01
36055,Warriors of Eclipse,PSP,2011.0,Action,THQ,0.09,0.02,0.0,0.04,0.15
36056,Shadow Rebellion,PS2,2005.0,Sports,Monte Christo Multimedia,0.18,0.02,0.02,0.04,0.26
36057,Return to Fire,DS,2000.0,Action,Electronic Arts,0.03,0.06,0.03,0.0,0.12
36058,Tales of Vengeance,DS,2021.0,Sports,Ubisoft,0.1,0.04,0.08,0.0,0.22
36059,Curse of Honor,PS2,2010.0,Role-Playing,Electronic Arts,0.28,0.21,0.02,0.18,0.69
36060,Fall of Vengeance,DS,2011.0,Simulation,Little Orbit,0.02,0.06,0.05,0.01,0.14
36061,Secrets of Twilight,PS3,2009.0,Role-Playing,Sony Computer Entertainment,0.19,0.32,0.03,0.02,0.56
36062,Tales of Destiny,GBA,1995.0,Sports,Kadokawa Shoten,0.2,0.05,0.06,0.14,0.45
36063,Quest for Legends,XB,2023.0,Action,Codemasters,0.04,0.04,0.01,0.0,0.09
36064,Battle for Rebellion,PS,2007.0,Adventure,Ackkstudios,0.0,0.01,0.0,0.0,0.01
36065,Kingdom of Ashes,3DS,2006.0,Misc,Electronic Arts,0.09,0.07,0.03,0.02,0.21
36066,Secrets of Glory,PS3,2005.0,Puzzle,Ubisoft,0.52,0.19,0.02,0.11,0.84
36067,Tales of Horizon,PSV,2005.0,Platform,Idea Factory,0.38,0.23,0.03,0.1,0.74
36068,Battle for Frontier,Wii,2006.0,Platform,Warner Bros. Interactive Entertainment,0.12,0.11,0.03,0.03,0.29
36069,Curse of Legends,Wii,2002.0,Action,Codemasters,0.04,0.02,0.04,0.0,0.1
36070,Battle for Vengeance,Wii,2008.0,Platform,Warner Bros. Interactive Entertainment,0.15,0.15,0.06,0.09,0.45
36071,Secrets of Origins,DS,2009.0,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.01,0.0,0.04
36072,Return to Storm,2600,2001.0,Shooter,ArtDink,0.05,0.17,0.1,0.0,0.32
36073,Age of Destiny,PS2,1996.0,Role-Playing,XS Games,0.29,0.2,0.07,0.07,0.63
36074,Edge of Vengeance,Wii,1999.0,Shooter,Electronic Arts,0.12,0.03,0.02,0.01,0.18
36075,Rise of Fire,PS3,2015.0,Action,Sony Computer Entertainment,0.03,0.01,0.01,0.01,0.06
36076,Curse of Ruin,DS,2023.0,Role-Playing,Capcom,0.09,0.06,0.0,0.04,0.19
36077,Chronicles of Darkness,PS2,2009.0,Action,Nintendo,0.15,0.12,0.01,0.02,0.3
36078,Warriors of Darkness,DS,2011.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06
36079,Tales of Rebellion,PS3,2011.0,Adventure,Take-Two Interactive,0.04,0.02,0.05,0.01,0.12
36080,Legend of Steel,PSV,2011.0,Strategy,Telstar,0.13,0.26,0.07,0.07,0.53
36081,Realm of Chaos,PS3,2016.0,Platform,Electronic Arts,0.23,0.15,0.08,0.15,0.61
36082,Warriors of Storm,DS,2011.0,Role-Playing,SouthPeak Games,0.07,0.05,0.07,0.04,0.23
36083,Path of Darkness,PC,2003.0,Action,Namco Bandai Games,0.02,0.03,0.01,0.02,0.08
36084,Empire of Ashes,GEN,2012.0,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
36085,Dawn of Origins,PS2,1996.0,Action,Nintendo,0.07,0.17,0.02,0.02,0.28
36086,Secrets of Rebellion,PS3,2012.0,Puzzle,Nintendo,0.01,0.03,0.0,0.0,0.04
36087,Path of Rebellion,WiiU,2006.0,Misc,Broccoli,0.09,0.09,0.04,0.02,0.24
36088,Tales of Origins,PS2,2013.0,Simulation,Angel Studios,0.03,0.04,0.03,0.0,0.1
36089,Legend of Glory,PSP,2003.0,Racing,Nintendo,0.11,0.15,0.09,0.07,0.42
36090,Dawn of Honor,PS2,2003.0,Shooter,505 Games,0.03,0.02,0.0,0.01,0.06
36091,Kingdom of Origins,SNES,2011.0,Strategy,Tecmo Koei,0.02,0.01,0.0,0.01,0.04
36092,Guardians of Twilight,2600,2009.0,Sports,Electronic Arts,0.11,0.02,0.02,0.16,0.31
36093,Path of Storm,GC,2006.0,Role-Playing,Electronic Arts,0.1,0.06,0.0,0.03,0.19
36094,Return to Vengeance,PS3,2011.0,Simulation,Infogrames,0.27,0.12,0.05,0.01,0.45
36095,Shadow Ruin,Wii,2008.0,Shooter,Sony Computer Entertainment,0.17,0.47,0.15,0.1,0.89
36096,Edge of Redemption,PS2,2010.0,Sports,THQ,0.06,0.05,0.0,0.01,0.12
36097,Edge of Rebellion,PS4,2024.0,Sports,Sonnet,0.24,0.1,0.03,0.11,0.48
36098,Kingdom of Glory,N64,2007.0,Racing,Activision,0.02,0.01,0.0,0.0,0.03
36099,Return to Ruin,Wii,2003.0,Action,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05
36100,Dawn of Steel,PC,2004.0,Fighting,Little Orbit,0.1,0.06,0.04,0.0,0.2
36101,Tales of Valor,PS2,2004.0,Action,Sony Computer Entertainment,0.05,0.02,0.04,0.02,0.13
36102,Secrets of Legends,X360,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
36103,Path of Storm,PS,2000.0,Shooter,Electronic Arts,0.7,0.18,0.43,0.22,1.53
36104,Battle for Valor,Wii,2001.0,Shooter,Mattel Interactive,0.01,0.01,0.0,0.0,0.02
36105,Chronicles of Eclipse,Wii,2024.0,Role-Playing,Activision,0.06,0.01,0.05,0.0,0.12
36106,Guardians of Horizon,DS,2010.0,Simulation,Ubisoft,0.38,0.14,0.03,0.03,0.58
36107,Chronicles of Destiny,GC,2004.0,Adventure,Namco Bandai Games,0.06,0.05,0.02,0.03,0.16
36108,Quest for Darkness,PS4,2016.0,Platform,Capcom,0.24,0.06,0.06,0.04,0.4
36109,Realm of Honor,WiiU,2008.0,Action,SouthPeak Games,0.05,0.02,0.0,0.01,0.08
36110,Warriors of Eclipse,XB,2016.0,Action,Konami Digital Entertainment,0.09,0.08,0.06,0.0,0.23
36111,Rise of Glory,PSP,2007.0,Action,Namco Bandai Games,0.14,0.3,0.36,0.18,0.98
36112,Quest for Redemption,PS3,2007.0,Action,Sony Computer Entertainment,0.02,0.03,0.04,0.03,0.12
36113,Chronicles of Vengeance,WS,2022.0,Adventure,Hamster Corporation,0.12,0.12,0.09,0.01,0.34
36114,Dawn of Legends,PS,2011.0,Role-Playing,Electronic Arts,0.04,0.08,0.01,0.02,0.15
36115,Quest for Redemption,PC,2004.0,Racing,Capcom,0.06,0.09,0.07,0.01,0.23
36116,Rise of Eclipse,PC,2005.0,Action,Acclaim Entertainment,0.12,0.09,0.08,0.05,0.34
36117,Kingdom of Twilight,3DS,2009.0,Misc,Alchemist,0.02,0.03,0.0,0.0,0.05
36118,Legend of Redemption,DS,2023.0,Fighting,Hudson Soft,0.02,0.03,0.01,0.0,0.06
36119,Empire of Eclipse,PS2,2010.0,Strategy,Electronic Arts,0.05,0.01,0.04,0.0,0.1
36120,Legend of Rebellion,PC,2007.0,Fighting,Sega,0.24,0.04,0.15,0.01,0.44
36121,Dawn of Vengeance,PS4,2006.0,Platform,Electronic Arts,0.32,0.13,0.0,0.15,0.6
36122,Tales of Valor,PC,2002.0,Adventure,Eidos Interactive,0.31,0.56,0.35,0.23,1.45
36123,Guardians of Twilight,Wii,2008.0,Fighting,Electronic Arts,0.05,0.08,0.0,0.0,0.13
36124,Quest for Twilight,Wii,2015.0,Racing,Electronic Arts,0.03,0.06,0.02,0.0,0.11
36125,Secrets of Glory,XB,2003.0,Strategy,THQ,0.09,0.11,0.02,0.01,0.23
36126,Edge of Redemption,XB,2011.0,Action,Telegames,0.03,0.03,0.0,0.0,0.06
36127,Empire of Horizon,PS,2013.0,Fighting,Deep Silver,0.38,0.1,0.11,0.02,0.61
36128,Edge of Glory,PS3,2003.0,Shooter,Electronic Arts,0.05,0.02,0.0,0.0,0.07
36129,Age of Honor,N64,1996.0,Action,Konami Digital Entertainment,0.02,0.01,0.02,0.0,0.05
36130,Chronicles of Twilight,PSP,1995.0,Sports,Electronic Arts,0.02,0.01,0.01,0.0,0.04
36131,Guardians of Horizon,GBA,2024.0,Simulation,Konami Digital Entertainment,0.01,0.05,0.01,0.02,0.09
36132,Rise of Legends,PS2,2009.0,Role-Playing,Vivendi Games,0.05,0.04,0.0,0.05,0.14
36133,Age of Redemption,Wii,2006.0,Puzzle,Crave Entertainment,0.06,0.01,0.0,0.01,0.08
36134,Legend of Steel,PSV,2002.0,Action,DTP Entertainment,0.04,0.02,0.0,0.0,0.06
36135,Warriors of Rebellion,DS,2007.0,Misc,Conspiracy Entertainment,0.78,0.11,0.08,0.14,1.11
36136,Path of Redemption,PSP,2022.0,Sports,Nintendo,0.08,0.04,0.01,0.01,0.14
36137,Dawn of Ashes,X360,2008.0,Role-Playing,Jaleco,0.16,0.06,0.02,0.05,0.29
36138,Edge of Storm,GBA,2005.0,Adventure,Zoo Digital Publishing,0.17,0.13,0.02,0.02,0.34
36139,Path of Frontier,PS3,2010.0,Adventure,Atari,0.07,0.0,0.02,0.01,0.1
36140,Secrets of Eclipse,PS2,2014.0,Action,CDV Software Entertainment,0.04,0.0,0.01,0.0,0.05
36141,Fall of Glory,N64,2013.0,Action,Reef Entertainment,0.05,0.01,0.02,0.02,0.1
36142,Guardians of Destiny,PS,1994.0,Action,Milestone S.r.l.,0.07,0.1,0.11,0.03,0.31
36143,Warriors of Vengeance,DS,2005.0,Simulation,Ubisoft,0.02,0.02,0.01,0.01,0.06
36144,Empire of Origins,PS2,2000.0,Sports,Ubisoft,0.21,0.07,0.05,0.04,0.37
36145,Realm of Frontier,NG,2004.0,Misc,Ghostlight,0.01,0.0,0.0,0.0,0.01
36146,Rise of Destiny,PS2,1999.0,Role-Playing,Sony Computer Entertainment,0.03,0.06,0.02,0.08,0.19
36147,Realm of Rebellion,PS,2008.0,Simulation,Kadokawa Shoten,0.22,0.09,0.07,0.03,0.41
36148,Age of Twilight,Wii,2002.0,Action,Vivendi Games,0.27,0.3,0.04,0.08,0.69
36149,Battle for Storm,PSV,2008.0,Action,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
36150,Empire of Redemption,GBA,2016.0,Adventure,Electronic Arts,0.21,0.04,0.0,0.04,0.29
36151,Fall of Horizon,PS,2008.0,Strategy,Sony Computer Entertainment,0.62,0.58,0.04,0.13,1.37
36152,Chronicles of Origins,DS,2009.0,Adventure,Little Orbit,0.68,1.82,0.1,0.18,2.78
36153,Dawn of Eclipse,PSV,2022.0,Sports,Take-Two Interactive,0.11,0.06,0.01,0.02,0.2
36154,Tales of Steel,X360,2002.0,Role-Playing,Vivendi Games,0.03,0.03,0.0,0.01,0.07
36155,Rise of Ashes,SNES,2024.0,Puzzle,Bethesda Softworks,0.53,0.31,0.0,0.31,1.15
36156,Quest for Chaos,X360,2005.0,Role-Playing,Activision,0.17,0.15,0.01,0.11,0.44
36157,Return to Ruin,PC,2012.0,Misc,Namco Bandai Games,0.96,0.2,0.37,0.44,1.97
36158,Secrets of Valor,DS,2001.0,Misc,Zoo Digital Publishing,0.48,0.3,0.23,0.63,1.64
36159,Empire of Chaos,XB,2007.0,Puzzle,Electronic Arts,0.0,0.02,0.0,0.01,0.03
36160,Edge of Ashes,PS3,2008.0,Racing,THQ,0.22,0.07,0.0,0.06,0.35
36161,Battle for Storm,Wii,2014.0,Adventure,Bigben Interactive,0.15,0.1,0.0,0.03,0.28
36162,Fall of Eclipse,DS,2003.0,Sports,Warner Bros. Interactive Entertainment,0.32,0.17,0.09,0.01,0.59
36163,Fall of Redemption,PS2,1997.0,Shooter,Conspiracy Entertainment,0.11,0.09,0.0,0.01,0.21
36164,Chronicles of Ashes,PS2,2009.0,Misc,THQ,0.82,0.79,0.12,0.3,2.03
36165,Empire of Redemption,PS3,2003.0,Sports,505 Games,0.1,0.01,0.04,0.01,0.16
36166,Secrets of Vengeance,PS4,2010.0,Fighting,Konami Digital Entertainment,0.06,0.04,0.02,0.04,0.16
36167,Warriors of Eclipse,Wii,2012.0,Misc,Activision,0.35,0.21,0.02,0.12,0.7
36168,Chronicles of Valor,XB,1998.0,Sports,Sears,0.13,0.03,0.01,0.01,0.18
36169,Curse of Redemption,DS,2007.0,Strategy,Namco Bandai Games,0.14,0.02,0.02,0.02,0.2
36170,Quest for Ashes,PS,2002.0,Action,Namco Bandai Games,0.04,0.02,0.0,0.0,0.06
36171,Empire of Horizon,X360,2005.0,Racing,Enix Corporation,0.04,0.01,0.01,0.02,0.08
36172,Empire of Legends,2600,1998.0,Adventure,Destineer,0.03,0.01,0.0,0.01,0.05
